departure,departure_state,destination,destination_state,rel_tonnage,cargo_type,ship_tonnage,ship_tonnage_class,ship_tonnage_class_ranking
Dunkerque,France,Rouen,France,8.333333333333334,Matières premières,25,[21-50],b
Dunkerque,France,Rouen,France,25.0,Subsistances,25,[21-50],b
Dunkerque,France,Rouen,France,30.0,Subsistances,30,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,20.0,Matières premières,40,[21-50],b
Dunkerque,France,Rouen,France,25.0,Subsistances,25,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,18.75,Matières premières,75,[51-100],c
Dunkerque,France,Rouen,France,18.75,Subsistances,75,[51-100],c
Dunkerque,France,Rouen,France,18.75,Matières premières,75,[51-100],c
Dunkerque,France,Rouen,France,18.75,Industrie française et étrangère,75,[51-100],c
Dunkerque,France,Rouen,France,6.25,Subsistances,25,[21-50],b
Dunkerque,France,Rouen,France,6.25,Subsistances,25,[21-50],b
Dunkerque,France,Rouen,France,6.25,Matières premières,25,[21-50],b
Dunkerque,France,Rouen,France,6.25,Objets manufacturés,25,[21-50],b
Dunkerque,France,Rouen,France,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,7.5,Subsistances,30,[21-50],b
Dunkerque,France,Rouen,France,7.5,Matières premières,30,[21-50],b
Dunkerque,France,Rouen,France,7.5,Objets manufacturés,30,[21-50],b
Dunkerque,France,Rouen,France,7.5,[vide],30,[21-50],b
Dunkerque,France,Rouen,France,31.0,Subsistances,62,[51-100],c
Dunkerque,France,Rouen,France,31.0,Matières premières,62,[51-100],c
Dunkerque,France,Rouen,France,8.333333333333334,[vide],25,[21-50],b
Dunkerque,France,Rouen,France,8.333333333333334,Industrie française et étrangère,25,[21-50],b
Dunkerque,France,Rouen,France,8.333333333333334,Objets manufacturés,25,[21-50],b
Dunkerque,France,Rouen,France,18.0,Subsistances,18,[1-20],a
Dunkerque,France,Rouen,France,6.0,Drogues,30,[21-50],b
Dunkerque,France,Rouen,France,6.0,Matières premières,30,[21-50],b
Dunkerque,France,Rouen,France,6.0,Subsistances,30,[21-50],b
Dunkerque,France,Rouen,France,6.0,Industrie française et étrangère,30,[21-50],b
Dunkerque,France,Rouen,France,6.0,Matières premières,30,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,20.0,Matières premières,40,[21-50],b
Dunkerque,France,Rouen,France,25.0,Matières premières,25,[21-50],b
Dunkerque,France,Rouen,France,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Rouen,France,10.0,Matières premières,30,[21-50],b
Dunkerque,France,Rouen,France,10.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Rouen,France,16.666666666666668,Objets manufacturés,50,[21-50],b
Dunkerque,France,Rouen,France,16.666666666666668,Subsistances,50,[21-50],b
Dunkerque,France,Rouen,France,16.666666666666668,Matières premières,50,[21-50],b
Dunkerque,France,Rouen,France,75.0,Subsistances,75,[51-100],c
Dunkerque,France,Rouen,France,20.0,Matières premières,40,[21-50],b
Dunkerque,France,Rouen,France,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Rouen,France,12.5,Matières premières,25,[21-50],b
Dunkerque,France,Rouen,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Calais,France,7.5,Subsistances,15,[1-20],a
Dunkerque,France,Calais,France,7.5,Industrie française et étrangère,15,[1-20],a
Dunkerque,France,Calais,France,4.0,Objets manufacturés,8,[1-20],a
Dunkerque,France,Calais,France,4.0,Subsistances,8,[1-20],a
Dunkerque,France,Calais,France,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Calais,France,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Calais,France,40.0,Divers,40,[21-50],b
Dunkerque,France,Calais,France,25.0,Matières premières,25,[21-50],b
Dunkerque,France,Sette,France,90.0,Objets manufacturés,180,[101-200],d
Dunkerque,France,Sette,France,90.0,[vide],180,[101-200],d
Dunkerque,France,Sette,France,230.0,[vide],230,[201-500],e
Dunkerque,France,Sette,France,220.0,[vide],220,[201-500],e
Dunkerque,France,Sette,France,180.0,[vide],180,[101-200],d
Dunkerque,France,Bordeaux,France,26.666666666666668,[vide],80,[51-100],c
Dunkerque,France,Bordeaux,France,26.666666666666668,Industrie française et étrangère,80,[51-100],c
Dunkerque,France,Bordeaux,France,26.666666666666668,Objets manufacturés,80,[51-100],c
Dunkerque,France,Bordeaux,France,75.0,[vide],150,[101-200],d
Dunkerque,France,Bordeaux,France,75.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,Le Havre,France,5.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Le Havre,France,5.0,Bêtes de somme,20,[1-20],a
Dunkerque,France,Le Havre,France,5.0,Subsistances,20,[1-20],a
Dunkerque,France,Le Havre,France,5.0,Industrie française et étrangère,20,[1-20],a
Dunkerque,France,Le Havre,France,80.0,Subsistances,240,[201-500],e
Dunkerque,France,Le Havre,France,80.0,Objets manufacturés,240,[201-500],e
Dunkerque,France,Le Havre,France,80.0,[vide],240,[201-500],e
Dunkerque,France,Le Havre,France,10.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Le Havre,France,10.0,Industrie française et étrangère,20,[1-20],a
Dunkerque,France,Le Havre,France,250.0,Divers,250,[201-500],e
Dunkerque,France,Le Havre,France,9.5,Industrie française et étrangère,38,[21-50],b
Dunkerque,France,Le Havre,France,9.5,Matières premières,38,[21-50],b
Dunkerque,France,Le Havre,France,9.5,Objets manufacturés,38,[21-50],b
Dunkerque,France,Le Havre,France,9.5,Subsistances,38,[21-50],b
Dunkerque,France,Etaples,France,14.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Industrie française et étrangère,42,[21-50],b
Dunkerque,France,Etaples,France,42.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Etaples,France,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Etaples,France,13.333333333333334,Objets manufacturés,40,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Matières premières,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Matières premières,42,[21-50],b
Dunkerque,France,Etaples,France,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,12.5,Objets manufacturés,25,[21-50],b
Dunkerque,France,Etaples,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Etaples,France,17.5,[vide],35,[21-50],b
Dunkerque,France,Etaples,France,17.5,Subsistances,35,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Matières premières,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Subsistances,42,[21-50],b
Dunkerque,France,Etaples,France,10.5,Matières premières,42,[21-50],b
Dunkerque,France,Ambleteuse,France,30.0,Divers,30,[21-50],b
Dunkerque,France,Genes,République de Gênes,53.333333333333336,Objets manufacturés,160,[101-200],d
Dunkerque,France,Genes,République de Gênes,53.333333333333336,Industrie française et étrangère,160,[101-200],d
Dunkerque,France,Genes,République de Gênes,53.333333333333336,Matières premières,160,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Industrie française et étrangère,150,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Matières premières,150,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,Lisbonne,Portugal,130.0,[vide],130,[101-200],d
Dunkerque,France,Lisbonne,Portugal,150.0,[vide],150,[101-200],d
Dunkerque,France,Lisbonne,Portugal,200.0,[vide],200,[101-200],d
Dunkerque,France,Lisbonne,Portugal,130.0,Divers,130,[101-200],d
Dunkerque,France,Setubal,Portugal,110.0,Divers,110,[101-200],d
Dunkerque,France,Setubal,Portugal,100.0,Divers,100,[51-100],c
Dunkerque,France,Setubal,Portugal,120.0,Matières premières,120,[101-200],d
Dunkerque,France,Setubal,Portugal,75.0,[vide],150,[101-200],d
Dunkerque,France,Setubal,Portugal,75.0,[vide],150,[101-200],d
Dunkerque,France,Setubal,Portugal,100.0,[vide],100,[51-100],c
Dunkerque,France,Setubal,Portugal,120.0,Divers,120,[101-200],d
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Dunkerque,France,Setubal,Portugal,98.0,Divers,98,[51-100],c
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Dunkerque,France,Setubal,Portugal,110.0,Divers,110,[101-200],d
Dunkerque,France,Setubal,Portugal,50.0,[vide],100,[51-100],c
Dunkerque,France,Setubal,Portugal,50.0,Subsistances,100,[51-100],c
Dunkerque,France,Setubal,Portugal,100.0,Divers,100,[51-100],c
Dunkerque,France,Setubal,Portugal,140.0,Divers,140,[101-200],d
Dunkerque,France,Setubal,Portugal,100.0,Divers,100,[51-100],c
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Cherbourg,France,Calais,France,8.0,Matières premières,8,[1-20],a
Cherbourg,France,Le Havre,France,75.0,Matières premières,75,[51-100],c
Cherbourg,France,Le Havre,France,60.0,Matières premières,60,[51-100],c
Cherbourg,France,Dunkerque,France,6.0,Matières premières,6,[1-20],a
Cherbourg,France,Cancale,France,8.0,Subsistances,8,[1-20],a
Calais,France,Boulogne sur Mer,France,25.0,cargaison inconnue,25,[21-50],b
Cherbourg,France,La Rochelle,France,49.0,Matières premières,49,[21-50],b
Dunkerque,France,Tabago,France,350.0,Objets manufacturés,350,[201-500],e
Dunkerque,France,Ostende,Autriche,18.0,Subsistances,18,[1-20],a
Dunkerque,France,Ostende,Autriche,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,42.0,Subsistances,42,[21-50],b
Dunkerque,France,Amsterdam,Provinces-Unies,42.0,Subsistances,42,[21-50],b
Dunkerque,France,Ostende,Autriche,8.333333333333334,Subsistances,25,[21-50],b
Dunkerque,France,Ostende,Autriche,8.333333333333334,Subsistances,25,[21-50],b
Dunkerque,France,Ostende,Autriche,8.333333333333334,Subsistances,25,[21-50],b
Dunkerque,France,Nieuport,Autriche,20.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Ostende,Autriche,6.0,Subsistances,12,[1-20],a
Dunkerque,France,Ostende,Autriche,6.0,Subsistances,12,[1-20],a
Dunkerque,France,Bruges,Autriche,21.0,Matières premières,42,[21-50],b
Dunkerque,France,Bruges,Autriche,21.0,Matières premières,42,[21-50],b
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Objets manufacturés,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Tabago,France,66.66666666666667,Objets manufacturés,200,[101-200],d
Dunkerque,France,Tabago,France,66.66666666666667,Bêtes de somme,200,[101-200],d
Dunkerque,France,Tabago,France,66.66666666666667,[vide],200,[101-200],d
Dunkerque,France,Ostende,Autriche,13.0,cargaison inconnue,13,[1-20],a
Dunkerque,France,Amsterdam,Provinces-Unies,120.0,[vide],120,[101-200],d
Dunkerque,France,Nieuport,Autriche,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Dieppe,France,15.0,Métaux,30,[21-50],b
Dunkerque,France,Dieppe,France,15.0,Matières premières,30,[21-50],b
Dunkerque,France,Boulogne sur Mer,France,40.0,Subsistances,40,[21-50],b
Brest,France,Bordeaux,France,220.0,Industrie française et étrangère,220,[201-500],e
Brest,France,Bordeaux,France,87.0,Matières premières,87,[51-100],c
Bayonne,France,Vannes,France,45.0,Matières premières,90,[51-100],c
Bayonne,France,Vannes,France,45.0,[vide],90,[51-100],c
Rouen,France,Le Havre,France,50.0,cargaison inconnue,50,[21-50],b
Rouen,France,Le Havre,France,40.0,cargaison inconnue,40,[21-50],b
Rouen,France,Le Havre,France,40.0,cargaison inconnue,40,[21-50],b
Calais,France,Le Havre,France,30.0,cargaison inconnue,30,[21-50],b
Marennes,France,Bayonne,France,67.0,Subsistances,67,[51-100],c
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,8.0,[vide],24,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,8.0,Subsistances,24,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,8.0,Métaux,24,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,25.0,Subsistances,25,[21-50],b
Rouen,France,Dunkerque,France,30.0,cargaison inconnue,30,[21-50],b
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Rouen,France,Dunkerque,France,40.0,cargaison inconnue,40,[21-50],b
Rouen,France,Dunkerque,France,75.0,cargaison inconnue,75,[51-100],c
Rouen,France,Dunkerque,France,75.0,cargaison inconnue,75,[51-100],c
Rouen,France,Dunkerque,France,50.0,cargaison inconnue,50,[21-50],b
Rouen,France,Dunkerque,France,75.0,cargaison inconnue,75,[51-100],c
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Rouen,France,Dunkerque,France,25.0,cargaison inconnue,25,[21-50],b
Calais,France,Dunkerque,France,156.0,cargaison inconnue,156,[101-200],d
Calais,France,Dunkerque,France,22.0,cargaison inconnue,22,[21-50],b
Calais,France,Dunkerque,France,8.0,cargaison inconnue,8,[1-20],a
Calais,France,Dunkerque,France,15.0,cargaison inconnue,15,[1-20],a
Calais,France,Dunkerque,France,180.0,cargaison inconnue,180,[101-200],d
Calais,France,Dunkerque,France,30.0,cargaison inconnue,30,[21-50],b
Bordeaux,France,Dunkerque,France,45.0,Objets manufacturés,90,[51-100],c
Bordeaux,France,Dunkerque,France,45.0,[vide],90,[51-100],c
Bordeaux,France,Dunkerque,France,30.0,[vide],90,[51-100],c
Bordeaux,France,Dunkerque,France,30.0,Subsistances,90,[51-100],c
Bordeaux,France,Dunkerque,France,30.0,Objets manufacturés,90,[51-100],c
Le Havre,France,Dunkerque,France,50.0,cargaison inconnue,50,[21-50],b
Le Havre,France,Dunkerque,France,350.0,Objets manufacturés,350,[201-500],e
Fécamp,France,Dunkerque,France,8.0,cargaison inconnue,8,[1-20],a
Etaples,France,Dunkerque,France,35.0,Matières premières,35,[21-50],b
Etaples,France,Dunkerque,France,40.0,Subsistances,40,[21-50],b
Etaples,France,Dunkerque,France,25.0,Divers,25,[21-50],b
Etaples,France,Dunkerque,France,42.0,Matières premières,42,[21-50],b
Etaples,France,Dunkerque,France,42.0,Divers,42,[21-50],b
Calais,France,Cherbourg,France,65.0,cargaison inconnue,65,[51-100],c
Dunkerque,France,Marseille,France,195.0,[vide],195,[101-200],d
Brest,France,Setubal,Portugal,440.0,Matières premières,440,[201-500],e
Dunkerque,France,Banc de Terre Neuve,zone maritime,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Banc de Terre Neuve,zone maritime,50.0,cargaison inconnue,50,[21-50],b
Dunkerque,France,Banc de Terre Neuve,zone maritime,100.0,cargaison inconnue,100,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,200.0,cargaison inconnue,200,[101-200],d
Dunkerque,France,Banc de Terre Neuve,zone maritime,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,70.0,cargaison inconnue,70,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,100.0,cargaison inconnue,100,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Banc de Terre Neuve,zone maritime,70.0,cargaison inconnue,70,[51-100],c
Calais,France,Cherbourg,France,8.0,cargaison inconnue,8,[1-20],a
Dunkerque,France,Banc de Terre Neuve,zone maritime,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Noirmoutier,France,260.0,Divers,260,[201-500],e
Dunkerque,France,Banc de Terre Neuve,zone maritime,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Nantes,France,50.0,Industrie française et étrangère,150,[101-200],d
Dunkerque,France,Nantes,France,50.0,[vide],150,[101-200],d
Dunkerque,France,Nantes,France,50.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,Saint Valéry sur Somme,France,10.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,10.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Objets manufacturés,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Subsistances,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Objets manufacturés,25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,12.5,Subsistances,25,[21-50],b
Etaples,France,Dunkerque,France,42.0,Matières premières,42,[21-50],b
Dunkerque,France,Ostende,Autriche,5.0,[vide],20,[1-20],a
Dunkerque,France,Ostende,Autriche,5.0,Objets manufacturés,20,[1-20],a
Dunkerque,France,Ostende,Autriche,5.0,Subsistances,20,[1-20],a
Dunkerque,France,Ostende,Autriche,5.0,Subsistances,20,[1-20],a
Dunkerque,France,Amsterdam,Provinces-Unies,30.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Banc de Terre Neuve,zone maritime,70.0,cargaison inconnue,70,[51-100],c
Dunkerque,France,Nieuport,Autriche,18.0,Matières premières,18,[1-20],a
Dunkerque,France,Ostende,Autriche,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Ostende,Autriche,15.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,15.0,[vide],30,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,13.333333333333334,[vide],40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,13.333333333333334,[vide],40,[21-50],b
Rouen,France,Dunkerque,France,30.0,cargaison inconnue,30,[21-50],b
Dunkerque,France,Amsterdam,Provinces-Unies,62.0,[vide],62,[51-100],c
Dunkerque,France,Bruges,Autriche,6.666666666666667,Drogues,20,[1-20],a
Dunkerque,France,Bruges,Autriche,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Bruges,Autriche,6.666666666666667,[vide],20,[1-20],a
Dunkerque,France,Ostende,Autriche,18.75,Subsistances,75,[51-100],c
Dunkerque,France,Ostende,Autriche,18.75,Objets manufacturés,75,[51-100],c
Dunkerque,France,Ostende,Autriche,18.75,Subsistances,75,[51-100],c
Dunkerque,France,Ostende,Autriche,18.75,Subsistances,75,[51-100],c
Bordeaux,France,Dunkerque,France,320.0,Matières premières,320,[201-500],e
Bordeaux,France,Dunkerque,France,27.666666666666668,Subsistances,83,[51-100],c
Bordeaux,France,Dunkerque,France,27.666666666666668,[vide],83,[51-100],c
Bordeaux,France,Dunkerque,France,27.666666666666668,Subsistances,83,[51-100],c
Dunkerque,France,Ostende,Autriche,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Ostende,Autriche,21.0,Subsistances,42,[21-50],b
Dunkerque,France,Guernesey,Grande-Bretagne,12.0,Matières premières,12,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Matières premières,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Objets manufacturés,20,[1-20],a
Dunkerque,France,Amsterdam,Provinces-Unies,60.0,[vide],60,[51-100],c
Dunkerque,France,Ostende,Autriche,90.0,Divers,90,[51-100],c
Dunkerque,France,Tabago,France,66.66666666666667,Bêtes de somme,200,[101-200],d
Dunkerque,France,Tabago,France,66.66666666666667,Objets manufacturés,200,[101-200],d
Dunkerque,France,Tabago,France,66.66666666666667,Matières premières,200,[101-200],d
Dunkerque,France,Marseille,France,140.0,Divers,140,[101-200],d
Dunkerque,France,Amsterdam,Provinces-Unies,75.0,[vide],150,[101-200],d
Dunkerque,France,Amsterdam,Provinces-Unies,75.0,Subsistances,150,[101-200],d
Dunkerque,France,Amsterdam,Provinces-Unies,100.0,[vide],100,[51-100],c
Dunkerque,France,Saint Valéry sur Somme,France,42.0,Matières premières,42,[21-50],b
Dunkerque,France,Boulogne sur Mer,France,30.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,25.0,[vide],25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Brest,France,43.5,Subsistances,87,[51-100],c
Dunkerque,France,Brest,France,43.5,[vide],87,[51-100],c
Dunkerque,France,Saint Valéry sur Somme,France,25.0,Subsistances,25,[21-50],b
Etaples,France,Dunkerque,France,42.0,Subsistances,42,[21-50],b
Etaples,France,Dunkerque,France,42.0,Divers,42,[21-50],b
Etaples,France,Dunkerque,France,42.0,Divers,42,[21-50],b
Lorient,France,Le Havre,France,225.0,Objets manufacturés,450,[201-500],e
Lorient,France,Le Havre,France,225.0,Matières premières,450,[201-500],e
Le Havre,France,Dunkerque,France,40.0,cargaison inconnue,40,[21-50],b
Le Havre,France,Dunkerque,France,20.0,cargaison inconnue,20,[1-20],a
Le Havre,France,Dunkerque,France,30.0,cargaison inconnue,30,[21-50],b
Le Havre,France,Dunkerque,France,30.0,cargaison inconnue,30,[21-50],b
Rouen,France,Le Havre,France,40.0,cargaison inconnue,40,[21-50],b
Rouen,France,Lorient,France,49.0,cargaison inconnue,49,[21-50],b
Nantes,France,Marennes,France,220.0,cargaison inconnue,220,[201-500],e
Bordeaux,France,Sables d' Olonne,France,70.0,Matières premières,70,[51-100],c
Dunkerque,France,Marseille,France,46.666666666666664,Industrie française et étrangère,140,[101-200],d
Dunkerque,France,Marseille,France,46.666666666666664,Matières premières,140,[101-200],d
Dunkerque,France,Marseille,France,46.666666666666664,Objets manufacturés,140,[101-200],d
Dunkerque,France,Ostende,Autriche,10.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Ostende,Autriche,10.0,Subsistances,40,[21-50],b
Dunkerque,France,Ostende,Autriche,10.0,Subsistances,40,[21-50],b
Dunkerque,France,Ostende,Autriche,10.0,[vide],40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Terver,Provinces-Unies,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Ostende,Autriche,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Ostende,Autriche,14.0,Objets manufacturés,42,[21-50],b
Dunkerque,France,Ostende,Autriche,14.0,Subsistances,42,[21-50],b
Dunkerque,France,Ostende,Autriche,30.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Islande,Danemark,90.0,cargaison inconnue,90,[51-100],c
Dunkerque,France,Islande,Danemark,60.0,cargaison inconnue,60,[51-100],c
Dunkerque,France,Islande,Danemark,13.333333333333334,Industrie française et étrangère,40,[21-50],b
Dunkerque,France,Islande,Danemark,13.333333333333334,Subsistances,40,[21-50],b
Dunkerque,France,Islande,Danemark,13.333333333333334,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,Industrie française et étrangère,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Guernesey,Grande-Bretagne,15.0,cargaison inconnue,15,[1-20],a
Dunkerque,France,Terre Neuve,Grande-Bretagne,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Cap [Français],France,110.0,Objets manufacturés,220,[201-500],e
Dunkerque,France,Cap [Français],France,110.0,Bêtes de somme,220,[201-500],e
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,Subsistances,50,[21-50],b
Dunkerque,France,Islande,Danemark,16.666666666666668,[vide],50,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,[vide],40,[21-50],b
Dunkerque,France,Islande,Danemark,10.0,Subsistances,40,[21-50],b
Dunkerque,France,Tabago,France,27.5,Subsistances,110,[101-200],d
Dunkerque,France,Tabago,France,27.5,Industrie française et étrangère,110,[101-200],d
Dunkerque,France,Tabago,France,27.5,Objets manufacturés,110,[101-200],d
Dunkerque,France,Tabago,France,27.5,[vide],110,[101-200],d
Dunkerque,France,Saint Valéry sur Somme,France,30.0,Objets manufacturés,60,[51-100],c
Dunkerque,France,Saint Valéry sur Somme,France,30.0,Subsistances,60,[51-100],c
Dunkerque,France,Islande,Danemark,15.0,Subsistances,45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Islande,Danemark,15.0,[vide],45,[21-50],b
Dunkerque,France,Nieuport,Autriche,60.0,Divers,60,[51-100],c
Dunkerque,France,Nieuport,Autriche,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Nieuport,Autriche,20.0,Objets manufacturés,40,[21-50],b
